account_id,customer_name,customer_type,branch,account_open_date,risk_score
A00822,Qasim Deshmukh,Offshore,Kolkata,2016-04-04,0.17
A00823,Zaitra Dhawan,Offshore,Bangalore,2023-03-16,0.74
A00824,Bhavya Din,Individual,Bangalore,2017-11-07,0.6
A00825,Lila Kala,Business,Bangalore,2022-03-15,0.78
A00826,Janaki Iyengar,Business,Kolkata,2024-02-19,0.98
A00827,Manan Sule,Offshore,Mumbai,2025-03-19,0.33
A00828,Indali Chatterjee,Offshore,Delhi,2018-05-04,0.93
A00829,Vasana Khosla,Business,Chennai,2022-04-05,0.46
A00830,Chavvi Basu,Business,Delhi,2019-02-13,0.35
A00831,Ekbal Sekhon,Offshore,Delhi,2017-05-14,0.53
A00832,Aishani Hayer,Business,Kolkata,2017-10-08,0.91
A00833,Bhavini Comar,Offshore,Mumbai,2020-08-13,0.75
A00834,Vanya Zacharia,Offshore,Mumbai,2015-10-01,0.08
A00835,Sai Saha,Shell,Delhi,2021-07-26,0.66
A00836,Alka Raju,Individual,Bangalore,2016-05-09,0.76
A00837,Ria Gill,Individual,Mumbai,2020-03-18,0.36
A00838,Naksh Sharma,Business,Mumbai,2017-11-28,0.63
A00839,Yatin Dugal,Business,Bangalore,2016-12-30,0.75
A00840,Dominic Dyal,Individual,Chennai,2020-11-16,0.57
A00841,Yahvi Kapur,Shell,Delhi,2023-09-13,0.93
A00842,Fitan Ravel,Shell,Chennai,2025-05-23,0.54
A00843,Vihaan Muni,Shell,Kolkata,2021-01-20,0.13
A00844,Urmi Tank,Business,Chennai,2025-07-24,0.72
A00845,Bhavya Sabharwal,Individual,Chennai,2025-04-06,0.39
A00846,Tarak Vaidya,Shell,Hyderabad,2022-06-21,0.23
A00847,Udyati Pillai,Shell,Bangalore,2018-06-04,0.44
A00848,Pratyush Nadig,Offshore,Hyderabad,2019-08-05,0.85
A00849,Abdul Uppal,Offshore,Hyderabad,2017-04-28,0.26
A00850,Praneel Chawla,Business,Hyderabad,2022-02-02,0.89
A00851,Samarth Keer,Offshore,Chennai,2018-10-24,0.95
A00852,Lipika Char,Business,Kolkata,2018-03-30,0.13
A00853,Praneel Badal,Shell,Delhi,2025-06-01,0.03
A00854,Avi Badal,Business,Bangalore,2017-07-05,0.58
A00855,Saumya Panchal,Individual,Mumbai,2018-04-23,0.42
A00856,Aditya Buch,Business,Mumbai,2020-03-02,0.89
A00857,Pooja Sampath,Individual,Delhi,2022-11-03,0.47
A00858,Jagdish Bhatti,Business,Kolkata,2025-07-22,0.74
A00859,Raagini Nagarajan,Individual,Bangalore,2018-12-16,0.38
A00860,Ikshita Badami,Business,Hyderabad,2023-12-24,0.71
A00861,Damini Issac,Shell,Chennai,2025-04-25,0.29
A00862,Henry Dhawan,Shell,Mumbai,2023-02-15,0.17
A00863,Advay Srinivas,Individual,Kolkata,2020-07-21,0.2
A00864,Divya Sanghvi,Offshore,Hyderabad,2019-05-17,0.16
A00865,Sarthak Dora,Shell,Bangalore,2022-10-11,0.51
A00866,Tripti Brahmbhatt,Individual,Mumbai,2020-02-16,0.12
A00867,Falak Bali,Shell,Delhi,2025-02-11,0.9
A00868,Wahab Bava,Offshore,Mumbai,2023-11-06,0.27
A00869,Raagini Kurian,Individual,Chennai,2018-08-29,0.31
A00870,Liam Char,Offshore,Hyderabad,2024-11-02,0.62
A00871,Varenya Sabharwal,Individual,Mumbai,2022-07-25,0.48
A00872,Ronith Hayre,Individual,Hyderabad,2020-01-08,0.26
A00873,Isaiah Ravel,Shell,Hyderabad,2017-07-13,0.37
A00874,Abha Hegde,Individual,Chennai,2016-09-07,0.78
A00875,Alka Mangal,Business,Kolkata,2018-10-18,0.24
A00876,Theodore Banerjee,Shell,Hyderabad,2025-06-24,0.01
A00877,Peter Mander,Shell,Bangalore,2019-09-12,0.86
A00878,Bishakha Parsa,Business,Bangalore,2024-02-19,0.9
A00879,Gautam Dave,Shell,Delhi,2016-03-04,0.15
A00880,Qabil Sarin,Individual,Bangalore,2017-12-22,0.85
A00881,Yug Bains,Business,Chennai,2021-02-21,0.07
A00882,Dakshesh Kaur,Shell,Bangalore,2023-05-09,0.68
A00883,Kritika Gupta,Individual,Kolkata,2020-12-07,0.21
A00884,Yug Singh,Business,Chennai,2021-08-24,0.89
A00885,Ryan Sheth,Offshore,Chennai,2024-05-18,0.23
A00886,Ojas Agrawal,Business,Hyderabad,2016-12-05,0.27
A00887,Indali Handa,Shell,Chennai,2020-02-27,0.66
A00888,Dhriti Arora,Business,Delhi,2021-07-01,0.35
A00889,Champak Kulkarni,Business,Mumbai,2024-12-02,0.82
A00890,Sathvik Bhat,Shell,Kolkata,2016-02-07,0.64
A00891,Inaya Kale,Business,Delhi,2023-07-31,0.27
A00892,Kai Swaminathan,Individual,Delhi,2022-06-22,0.62
A00893,Triveni Gera,Individual,Delhi,2023-07-08,0.46
A00894,Onkar Trivedi,Shell,Delhi,2024-11-03,0.61
A00895,Warda Virk,Business,Chennai,2016-04-07,0.2
A00896,Jairaj Deshpande,Individual,Delhi,2022-01-19,0.32
A00897,Abhiram Soman,Shell,Hyderabad,2018-10-06,0.65
A00898,Zilmil Sankaran,Shell,Bangalore,2019-07-12,0.39
A00899,Vamakshi Tak,Shell,Delhi,2016-01-11,0.91
A00900,Widisha Bhardwaj,Business,Chennai,2022-02-16,0.44
A00901,Ojasvi Biswas,Shell,Bangalore,2017-03-21,0.11
A00902,Jai Subramanian,Individual,Hyderabad,2023-07-12,0.65
A00903,Irya Comar,Individual,Bangalore,2020-10-04,0.6
A00904,Advik Mangal,Individual,Kolkata,2019-02-06,0.91
A00905,Mitali Chokshi,Business,Kolkata,2018-03-04,0.27
A00906,Ishaan Kumar,Offshore,Chennai,2016-06-20,0.54
A00907,Wahab Vohra,Shell,Hyderabad,2018-05-25,0.11
A00908,Ikshita Kale,Shell,Delhi,2016-09-14,0.13
A00909,Mitali Basak,Shell,Chennai,2021-06-03,0.77
A00910,Samarth Parmar,Shell,Bangalore,2017-06-08,0.63
A00911,Yashica Dhar,Offshore,Kolkata,2024-12-23,0.91
A00912,Siya Dhar,Offshore,Chennai,2015-09-29,0.32
A00913,Amaira Kunda,Shell,Bangalore,2020-01-09,0.09
A00914,Neelima Rastogi,Individual,Delhi,2020-02-02,0.55
A00915,Warinder Dhillon,Offshore,Bangalore,2023-05-20,0.0
A00916,Faraj Halder,Individual,Hyderabad,2019-07-10,0.82
A00917,Brijesh Bumb,Individual,Bangalore,2020-01-11,0.22
A00918,Ganga Rana,Shell,Delhi,2024-02-18,0.12
A00919,Garima Goda,Shell,Delhi,2020-10-01,0.3
A00920,Sathvik Basak,Individual,Hyderabad,2017-09-08,0.56
A00921,Balhaar Ramesh,Offshore,Mumbai,2024-04-11,0.97
A00922,Ishanvi Mahal,Business,Chennai,2017-10-04,0.22
A00923,Mohammed Gaba,Shell,Bangalore,2021-10-24,0.94
A00924,Avi Shanker,Shell,Hyderabad,2015-08-28,0.75
A00925,Dhruv Bhalla,Offshore,Kolkata,2017-09-07,0.65
A00926,Ekta Biswas,Individual,Bangalore,2018-08-11,0.89
A00927,Peter Sridhar,Offshore,Kolkata,2020-03-02,0.62
A00928,Wridesh Brahmbhatt,Shell,Chennai,2020-02-29,0.6
A00929,Qasim Pradhan,Individual,Mumbai,2021-10-02,0.33
A00930,Azad Parsa,Offshore,Mumbai,2024-08-29,0.2
A00931,Yuvraj Seth,Offshore,Delhi,2019-01-25,0.35
A00932,Anay Vasa,Individual,Bangalore,2016-09-17,0.24
A00933,Laban Raja,Business,Chennai,2017-03-26,0.98
A00934,Bachittar Mittal,Business,Hyderabad,2017-12-27,0.39
A00935,Eiravati Cherian,Business,Bangalore,2021-04-26,0.51
A00936,Ekavir Goswami,Offshore,Hyderabad,2016-12-05,0.56
A00937,Urvi Saran,Offshore,Kolkata,2017-08-01,0.61
A00938,Krisha Iyer,Individual,Kolkata,2022-10-26,0.83
A00939,Vasana Karnik,Individual,Kolkata,2021-12-10,0.44
A00940,Anika Brahmbhatt,Offshore,Delhi,2018-08-13,0.19
A00941,Jagdish Dhawan,Offshore,Bangalore,2019-06-27,0.85
A00942,Lopa Samra,Individual,Chennai,2021-06-29,0.95
A00943,Samuel Bakshi,Individual,Mumbai,2025-04-10,0.11
A00944,Siddharth Menon,Business,Chennai,2024-08-23,0.82
A00945,Ojas Walla,Offshore,Bangalore,2017-11-21,0.14
A00946,Frado Vora,Offshore,Delhi,2024-06-10,0.8
A00947,Mahika Ramachandran,Offshore,Mumbai,2024-12-17,0.52
A00948,Ayaan Prashad,Offshore,Hyderabad,2016-11-12,0.92
A00949,Samuel Varghese,Individual,Mumbai,2022-12-16,0.83
A00950,Chanakya Varma,Offshore,Kolkata,2024-07-09,0.55
A00951,Frado Bassi,Business,Mumbai,2017-02-24,0.58
A00952,Hemangini Raval,Offshore,Hyderabad,2022-10-05,0.6
A00953,Nakul Nagar,Business,Hyderabad,2018-08-06,0.44
A00954,Sneha Bir,Shell,Delhi,2018-07-07,0.69
A00955,Zarna Trivedi,Individual,Bangalore,2018-12-22,0.7
A00956,Wriddhish Gara,Offshore,Hyderabad,2020-12-04,0.43
A00957,Vaishnavi Saini,Shell,Hyderabad,2018-01-14,0.12
A00958,Bishakha Khare,Shell,Mumbai,2016-11-30,0.17
A00959,Barkha Bansal,Individual,Mumbai,2022-07-01,0.89
A00960,Harrison Khanna,Business,Delhi,2022-05-22,0.6
A00961,Nicholas Sule,Shell,Chennai,2018-04-08,0.49
A00962,Ranveer Bassi,Offshore,Delhi,2018-09-24,0.41
A00963,Guneet Dalal,Individual,Delhi,2016-03-17,0.96
A00964,Charita Taneja,Individual,Hyderabad,2017-10-03,0.46
A00965,Ekiya Mand,Offshore,Kolkata,2017-09-11,0.18
A00966,Orinder Agarwal,Offshore,Mumbai,2025-01-31,0.26
A00967,Nimrat Wali,Business,Mumbai,2020-04-17,0.52
A00968,Adweta Deshpande,Shell,Kolkata,2018-08-31,0.24
A00969,Jai Mohan,Individual,Delhi,2023-03-10,0.07
A00970,Yochana Sagar,Individual,Chennai,2025-05-20,0.2
A00971,Laban Salvi,Individual,Chennai,2024-03-06,0.88
A00972,Odika Raval,Business,Hyderabad,2024-04-28,0.16
A00973,Mahika Dugar,Offshore,Mumbai,2020-04-23,0.78
A00974,Chameli Mittal,Shell,Mumbai,2021-08-14,0.84
A00975,Utkarsh Hegde,Individual,Kolkata,2022-05-13,0.46
A00976,Henry Goel,Individual,Bangalore,2018-06-04,0.18
A00977,Xiti Krishna,Business,Mumbai,2020-08-20,0.21
A00978,Upadhriti Dora,Business,Bangalore,2017-06-13,0.59
A00979,Chandran Raman,Individual,Chennai,2025-05-07,0.96
A00980,Ijaya Hora,Business,Chennai,2024-07-12,0.42
A00981,Yashasvi Sarna,Business,Delhi,2021-07-23,0.86
A00982,Nisha Bala,Individual,Delhi,2022-07-27,0.94
A00983,Ucchal Parekh,Shell,Mumbai,2018-06-11,0.17
A00984,Finn Bobal,Individual,Kolkata,2025-07-01,0.86
A00985,Arunima Shere,Shell,Hyderabad,2024-11-03,0.93
A00986,Kevin Chaudhry,Individual,Mumbai,2021-04-30,0.6
A00987,Neel Balasubramanian,Offshore,Hyderabad,2024-11-07,0.6
A00988,Radha Deep,Offshore,Delhi,2022-12-26,0.97
A00989,Yachana Anne,Shell,Bangalore,2023-02-14,0.19
A00990,Janani Bhatnagar,Business,Delhi,2022-04-18,0.62
A00991,Gopal Mani,Offshore,Mumbai,2022-12-06,0.5
A00992,Yagnesh Goel,Offshore,Bangalore,2016-07-26,0.58
A00993,Manan Saxena,Business,Delhi,2022-06-01,0.31
A00994,Aayush Patil,Offshore,Delhi,2022-12-01,0.42
A00995,Pahal Halder,Offshore,Delhi,2019-01-15,0.25
A00996,Orinder Chakraborty,Individual,Bangalore,2022-11-21,0.04
A00997,Yutika Chowdhury,Business,Mumbai,2016-04-26,0.98
A00998,Gabriel Sane,Individual,Chennai,2016-03-31,0.32
A00999,Jhalak Deshpande,Individual,Delhi,2017-10-30,0.23
A01000,Bahadurjit Ramakrishnan,Individual,Chennai,2024-07-17,0.79
A01001,Chanakya Sarna,Individual,Delhi,2021-02-28,0.92
A01002,Kabir Jhaveri,Business,Mumbai,2020-02-11,0.82
A01003,Anamika Ahuja,Business,Chennai,2018-06-30,0.77
A01004,Hema Choudhry,Individual,Mumbai,2022-11-20,0.04
A01005,Laksh Sachdev,Offshore,Delhi,2019-07-13,0.89
A01006,Benjamin Shan,Shell,Delhi,2025-04-28,0.37
A01007,Ojasvi Sharma,Business,Bangalore,2020-02-10,0.57
A01008,Balendra Bir,Offshore,Bangalore,2016-08-30,0.48
A01009,Nirja Dass,Individual,Kolkata,2017-06-12,0.87
A01010,Mitali Chandra,Offshore,Bangalore,2019-10-14,0.76
A01011,Faqid Mallick,Business,Chennai,2024-05-30,0.42
A01012,Odika Wable,Shell,Kolkata,2022-08-25,0.72
A01013,Aarush Dora,Shell,Chennai,2015-10-13,0.45
A01014,Damini Mane,Shell,Chennai,2023-08-06,0.66
A01015,Joshua Mohan,Business,Kolkata,2023-01-10,0.09
A01016,Krisha Venkatesh,Shell,Kolkata,2020-12-17,0.41
A01017,Ucchal Virk,Individual,Mumbai,2019-11-23,0.8
A01018,Ishwar Shan,Business,Bangalore,2024-08-19,0.85
A01019,Panini Edwin,Business,Chennai,2016-07-03,0.76
A01020,Rachit Palla,Offshore,Delhi,2024-08-05,0.53
A01021,Lopa Kothari,Individual,Hyderabad,2016-06-16,0.2
A01022,Lekha Agrawal,Individual,Bangalore,2022-10-12,0.83
A01023,Edhitha Majumdar,Offshore,Mumbai,2024-08-05,0.2
A01024,Harita Sarma,Shell,Delhi,2021-06-16,0.6
A01025,Kashvi Bains,Shell,Hyderabad,2019-05-10,0.05
A01026,Vritti Tank,Business,Mumbai,2021-03-15,0.21
A01027,Leela Tiwari,Shell,Bangalore,2017-08-22,0.03
A01028,Ayush Maharaj,Business,Delhi,2019-09-28,0.61
A01029,Nitara Chandra,Offshore,Bangalore,2024-07-09,0.53
A01030,Raghav Contractor,Offshore,Bangalore,2020-09-09,0.62
A01031,Sanya Bhasin,Business,Mumbai,2023-06-25,0.4
A01032,Matthew Narang,Offshore,Hyderabad,2022-11-10,0.22
A01033,Vamakshi Vig,Individual,Kolkata,2025-01-09,1.0
A01034,Deepa Sahni,Offshore,Kolkata,2020-12-28,0.97
A01035,Ekaja Sastry,Shell,Hyderabad,2023-03-20,0.82
A01036,Udarsh Bhandari,Business,Bangalore,2020-10-20,0.7
A01037,Laban Devan,Offshore,Hyderabad,2023-12-25,0.82
A01038,Sachi Chowdhury,Individual,Kolkata,2022-04-19,0.5
A01039,Aashi More,Shell,Hyderabad,2017-07-28,0.97
A01040,Dominic Atwal,Shell,Chennai,2022-06-23,0.96
A01041,Xalak Parekh,Offshore,Bangalore,2024-12-14,0.6
A01042,Siddharth Sahota,Individual,Kolkata,2019-12-11,0.43
A01043,Pushti Jaggi,Offshore,Bangalore,2021-05-28,0.82
A01044,Noah Kale,Offshore,Chennai,2021-01-12,0.51
A01045,Tara Saraf,Shell,Delhi,2018-02-02,0.11
A01046,Krish Bir,Offshore,Bangalore,2021-09-30,0.86
A01047,Hritik Krish,Individual,Chennai,2024-12-15,0.39
A01048,Gavin Kumar,Offshore,Delhi,2024-02-29,0.75
A01049,Qabil Prashad,Business,Bangalore,2020-11-14,0.25
A01050,Urvi Dube,Business,Chennai,2019-03-30,0.1
A01051,Rajeshri Bail,Shell,Bangalore,2016-01-26,0.09
A01052,Finn Devan,Business,Kolkata,2019-04-29,0.6
A01053,Yadavi Tripathi,Business,Mumbai,2018-09-13,0.6
A01054,Shravya Lal,Shell,Mumbai,2020-02-29,0.87
A01055,Yashvi Raval,Offshore,Bangalore,2017-01-08,0.78
A01056,Chanakya Aurora,Individual,Mumbai,2022-01-05,0.17
A01057,Amara Saha,Individual,Hyderabad,2024-04-14,0.89
A01058,Hredhaan Naik,Business,Chennai,2025-01-30,0.57
A01059,Wriddhish Balay,Offshore,Bangalore,2021-03-22,0.94
A01060,Amruta Karan,Shell,Delhi,2019-04-26,0.44
A01061,Vasudha Badal,Individual,Bangalore,2023-01-18,0.22
A01062,Darsh Kohli,Individual,Mumbai,2021-05-28,0.32
A01063,Vedika Merchant,Offshore,Mumbai,2024-08-18,0.44
A01064,Tanay Raghavan,Individual,Chennai,2022-12-21,0.77
A01065,Krisha Deep,Business,Delhi,2025-04-12,0.34
A01066,Aarnav Ramaswamy,Business,Hyderabad,2024-04-27,0.96
A01067,Balendra Kohli,Shell,Hyderabad,2022-01-21,0.12
A01068,Priya Issac,Offshore,Mumbai,2016-02-19,0.42
A01069,Ikbal Bhatti,Business,Hyderabad,2019-11-06,0.4
A01070,Avi Chakrabarti,Individual,Kolkata,2016-09-10,0.21
A01071,Barkha Agrawal,Individual,Kolkata,2024-05-30,0.15
A01072,Hemal Misra,Business,Delhi,2022-10-03,0.32
A01073,Yasti Mander,Business,Hyderabad,2020-08-13,0.47
A01074,Yashoda Nadig,Offshore,Mumbai,2019-06-30,0.36
A01075,Frado Bajaj,Individual,Delhi,2024-04-02,0.27
A01076,Chavvi Sama,Business,Hyderabad,2019-03-02,0.74
A01077,Alka Ghosh,Shell,Chennai,2023-12-19,0.29
A01078,Ranbir Dhingra,Business,Hyderabad,2016-01-13,0.88
A01079,David Chopra,Offshore,Bangalore,2019-04-05,0.63
A01080,Anay Om,Offshore,Delhi,2025-07-15,0.84
A01081,Vasudha Babu,Offshore,Kolkata,2022-02-18,0.43
A01082,Warjas Bhatnagar,Shell,Hyderabad,2017-11-23,0.29
A01083,Raghav Palan,Offshore,Delhi,2024-10-16,0.1
A01084,Jeevika Mall,Shell,Kolkata,2024-12-14,0.56
A01085,Viraj Nagi,Business,Bangalore,2019-09-05,0.26
A01086,Arin Gokhale,Offshore,Delhi,2020-06-08,0.7
A01087,Udant Yohannan,Offshore,Kolkata,2022-09-24,0.29
A01088,Chavvi Mitra,Individual,Kolkata,2017-02-21,0.77
A01089,Nidra Chhabra,Business,Kolkata,2025-04-08,0.52
A01090,Hiral Gera,Individual,Chennai,2017-03-15,0.18
A01091,Caleb Saha,Business,Hyderabad,2022-01-02,0.6
A01092,Amaira Mohanty,Shell,Bangalore,2024-07-08,0.6
A01093,Chameli Kanda,Business,Bangalore,2019-04-01,0.65
A01094,Ekaja Amble,Individual,Chennai,2024-04-07,0.42
A01095,Nihal Comar,Offshore,Mumbai,2022-03-08,0.04
A01096,Balendra Dara,Individual,Kolkata,2016-07-24,0.57
A01097,Reva Bal,Offshore,Mumbai,2016-05-30,0.14
A01098,Idika Shankar,Shell,Delhi,2016-09-07,0.07
A01099,Pranit Oommen,Offshore,Hyderabad,2017-10-01,0.29
A01100,Qushi Anand,Offshore,Delhi,2015-08-27,0.03
A01101,Indali Trivedi,Individual,Delhi,2015-10-06,0.59
A01102,Zilmil Nair,Shell,Delhi,2024-09-21,0.02
A01103,Yashoda Bose,Shell,Chennai,2017-02-02,0.48
A01104,Alexander Bora,Shell,Bangalore,2018-01-01,0.31
A01105,Charita Nagar,Business,Mumbai,2024-03-04,0.81
A01106,Gayathri Nagi,Offshore,Mumbai,2021-08-05,0.75
A01107,Hemangini Dalal,Offshore,Chennai,2020-11-06,0.29
A01108,Darsh Dubey,Offshore,Hyderabad,2022-10-07,0.38
A01109,Anirudh Toor,Business,Delhi,2021-08-27,0.96
A01110,Alexander Purohit,Shell,Kolkata,2024-06-25,0.8
A01111,Arunima Sharma,Individual,Chennai,2024-07-25,0.25
A01112,Michael Amble,Business,Chennai,2020-04-18,0.54
A01113,Leena Bhatia,Individual,Bangalore,2016-02-28,0.51
A01114,Widisha Brahmbhatt,Business,Bangalore,2015-09-12,0.4
A01115,Anmol Nagar,Shell,Hyderabad,2020-07-29,0.57
A01116,Brijesh Vohra,Shell,Kolkata,2017-08-27,0.84
A01117,Arunima Puri,Individual,Delhi,2023-06-11,0.71
A01118,Gautam Sarkar,Individual,Delhi,2017-12-26,0.42
A01119,Dhriti Narang,Individual,Bangalore,2021-01-20,0.03
A01120,Qasim Kale,Business,Bangalore,2024-01-19,0.91
A01121,Nitesh Murty,Individual,Mumbai,2022-03-26,0.73
A01122,Veer Borde,Offshore,Hyderabad,2022-11-06,0.84
A01123,Ojasvi Manne,Offshore,Delhi,2024-04-09,0.94
A01124,Kala Mander,Business,Delhi,2024-04-30,0.58
A01125,Farhan Bakshi,Business,Hyderabad,2025-07-22,0.46
A01126,Isaac Oza,Shell,Delhi,2022-10-12,0.54
A01127,Januja Cherian,Individual,Hyderabad,2023-05-12,0.8
A01128,Vedant Luthra,Individual,Hyderabad,2024-07-27,0.17
A01129,Qadim Hayer,Shell,Bangalore,2019-11-13,0.78
A01130,Idika Agate,Shell,Bangalore,2022-04-22,0.17
A01131,Yash Sagar,Individual,Delhi,2018-03-16,0.33
A01132,Ayushman Kaur,Individual,Mumbai,2023-10-02,0.19
A01133,Girindra Pillai,Offshore,Mumbai,2024-07-15,0.3
A01134,Michael Loke,Offshore,Kolkata,2015-08-28,0.36
A01135,Raksha Ratti,Individual,Delhi,2020-04-04,0.38
A01136,Tanay Lalla,Shell,Delhi,2017-03-10,0.52
A01137,Viraj Devi,Business,Delhi,2019-09-03,0.34
A01138,Rachita Dar,Offshore,Chennai,2016-05-01,0.41
A01139,Vivaan Khalsa,Shell,Chennai,2015-12-25,0.03
A01140,Arunima Gandhi,Shell,Bangalore,2024-01-06,0.6
A01141,Qushi Sarma,Shell,Chennai,2020-04-11,0.2
A01142,Yash Mody,Shell,Chennai,2017-04-02,0.97
A01143,Veer Mutti,Offshore,Bangalore,2025-02-09,0.22
A01144,Vasatika Rout,Shell,Hyderabad,2023-03-01,0.04
A01145,Janya Mallick,Business,Kolkata,2022-04-13,0.86
A01146,Bishakha Raju,Offshore,Bangalore,2017-01-30,0.43
A01147,Dipta Ahuja,Offshore,Hyderabad,2024-07-02,0.17
A01148,Yadavi Gera,Business,Kolkata,2017-12-31,0.77
A01149,Avi Loke,Business,Hyderabad,2017-04-05,0.65
A01150,Warjas Ramanathan,Offshore,Delhi,2017-04-25,0.95
A01151,Tarak Sastry,Shell,Kolkata,2020-07-09,0.03
A01152,Leena Handa,Shell,Chennai,2019-08-18,0.1
A01153,Mohammed Mohanty,Business,Kolkata,2023-05-30,0.59
A01154,Harsh Chowdhury,Offshore,Mumbai,2022-09-24,0.72
A01155,Indrajit Dhar,Business,Chennai,2019-04-08,0.33
A01156,Waida Bera,Business,Hyderabad,2016-07-23,0.35
A01157,Maya Soman,Individual,Mumbai,2022-02-12,0.83
A01158,Jalsa Roy,Individual,Bangalore,2019-11-06,0.73
A01159,Rushil Roy,Individual,Kolkata,2021-12-25,0.58
A01160,Aachal Murty,Business,Hyderabad,2024-05-18,0.52
A01161,Raksha Sarkar,Business,Chennai,2021-03-25,0.87
A01162,Ishwar Sachar,Individual,Chennai,2019-08-26,0.03
A01163,Ekanta Bhasin,Shell,Bangalore,2020-08-30,0.82
A01164,Chakradhar Badami,Individual,Kolkata,2016-05-02,0.76
A01165,Eiravati Randhawa,Offshore,Hyderabad,2018-09-03,0.82
A01166,Omaja Bhatti,Shell,Bangalore,2025-06-21,0.81
A01167,Ronith Kant,Offshore,Hyderabad,2023-02-19,0.7
A01168,Brijesh Sawhney,Shell,Chennai,2018-06-30,0.19
A01169,Darpan Hegde,Individual,Bangalore,2020-12-22,0.02
A01170,Maanav Boase,Offshore,Kolkata,2015-09-18,0.99
A01171,Saumya Ahluwalia,Shell,Kolkata,2019-05-08,0.5
A01172,Warhi Ahluwalia,Shell,Hyderabad,2016-02-10,0.07
A01173,Alexander Wason,Offshore,Mumbai,2018-09-14,0.01
A01174,Rudra Dewan,Individual,Chennai,2015-09-08,0.27
A01175,Ganga Keer,Business,Bangalore,2023-07-12,0.26
A01176,Logan Bandi,Shell,Chennai,2023-12-14,0.85
A01177,Jalsa Pandey,Individual,Hyderabad,2018-06-01,0.46
A01178,Dominic Basu,Shell,Hyderabad,2016-11-01,0.74
A01179,Neha Anand,Business,Kolkata,2023-09-25,0.69
A01180,Watika Kadakia,Shell,Delhi,2020-02-21,0.31
A01181,Daksha Nagarajan,Business,Delhi,2020-12-26,0.82
A01182,Guneet Bassi,Shell,Kolkata,2021-07-12,0.84
A01183,Jyoti Sabharwal,Offshore,Kolkata,2018-08-23,0.29
A01184,Max Sidhu,Individual,Chennai,2016-09-22,0.65
A01185,Prisha Chokshi,Business,Mumbai,2020-10-12,0.47
A01186,Charvi Parekh,Shell,Mumbai,2018-08-22,0.29
A01187,Gavin Kala,Individual,Mumbai,2017-05-20,0.09
A01188,Tanish Ghose,Shell,Bangalore,2020-02-07,0.74
A01189,Arunima Srinivasan,Individual,Mumbai,2016-04-10,0.11
A01190,Chameli Tripathi,Offshore,Hyderabad,2016-04-13,0.83
A01191,Yash Thakur,Shell,Bangalore,2025-04-30,0.85
A01192,Oscar Murty,Shell,Chennai,2022-05-22,0.01
A01193,Ikbal Zachariah,Individual,Hyderabad,2020-02-22,0.32
A01194,Anmol Pradhan,Business,Delhi,2022-01-06,0.63
A01195,Balhaar Tank,Shell,Chennai,2025-08-09,0.55
A01196,Kai Babu,Offshore,Chennai,2021-09-20,0.11
A01197,Ridhi Sule,Shell,Kolkata,2021-04-29,0.28
A01198,Jhalak Suresh,Individual,Bangalore,2020-06-21,0.23
A01199,Oeshi Taneja,Individual,Kolkata,2024-11-07,0.0
A01200,Ekta Dugal,Business,Mumbai,2018-10-22,0.98
A01201,Warhi Gupta,Offshore,Delhi,2019-09-12,0.08
A01202,Bahadurjit Sangha,Business,Bangalore,2021-11-09,0.39
A01203,Kavya Wali,Offshore,Delhi,2017-04-21,0.03
A01204,Yachana Boase,Business,Chennai,2023-03-24,0.13
A01205,Jhalak Savant,Business,Kolkata,2025-06-12,0.92
A01206,Aadi Natarajan,Individual,Mumbai,2024-07-22,0.15
A01207,Omya Pathak,Individual,Kolkata,2025-03-19,0.35
A01208,Samar Rai,Shell,Kolkata,2023-04-07,0.44
A01209,Jeevika Rao,Offshore,Chennai,2023-12-26,0.4
A01210,Niharika Chakraborty,Individual,Bangalore,2021-10-10,0.24
A01211,Widisha Munshi,Offshore,Hyderabad,2020-05-16,0.73
A01212,Mitesh Prashad,Offshore,Bangalore,2022-09-30,0.94
A01213,Imaran Saha,Individual,Delhi,2020-05-16,0.76
A01214,Anya Cherian,Individual,Mumbai,2022-08-17,0.97
A01215,Yahvi Sharaf,Offshore,Chennai,2021-12-19,0.44
A01216,Sanaya Saran,Offshore,Chennai,2016-12-03,0.45
A01217,Zayyan Chanda,Shell,Chennai,2019-06-15,0.93
A01218,Tamanna Tata,Shell,Chennai,2016-04-19,0.19
A01219,Lopa Bhatt,Shell,Mumbai,2019-08-10,0.44
A01220,Sathvik Brar,Business,Bangalore,2019-07-17,0.88
A01221,Gopal Gulati,Business,Bangalore,2019-11-25,0.99
A01222,Indira Konda,Individual,Bangalore,2018-03-28,0.61
A01223,Osha Reddy,Offshore,Delhi,2021-10-27,0.86
A01224,Yashica Kalita,Individual,Kolkata,2024-04-05,0.47
A01225,Frado Sami,Offshore,Kolkata,2016-04-15,0.14
A01226,Shivani Sami,Offshore,Kolkata,2020-10-09,0.92
A01227,Yashodhara Sarin,Business,Delhi,2020-09-06,0.58
A01228,Warjas Khatri,Individual,Delhi,2023-04-19,0.46
A01229,Lakshit Nagy,Business,Mumbai,2017-01-05,0.44
A01230,Maanav Bhattacharyya,Offshore,Bangalore,2017-11-18,0.21
A01231,Tejas Dey,Offshore,Hyderabad,2016-09-05,0.83
A01232,Aishani Oak,Shell,Bangalore,2016-08-27,0.02
